frame_key,video_id,timestamp,num_objects_detected,num_interactions,interacting_objects,verbs,target_object,target_verb,target_pair
53_33100,53,1103.333,9,1,['low_voltage_board'],['first_contact'],low_voltage_board,first_contact,first_contact__low_voltage_board
53_35442,53,1181.4,4,1,['low_voltage_board'],['decontact'],low_voltage_board,decontact,decontact__low_voltage_board
53_36715,53,1223.833,3,1,['low_voltage_board'],['decontact'],low_voltage_board,decontact,decontact__low_voltage_board
53_36746,53,1224.866,3,1,['low_voltage_board'],['first_contact'],low_voltage_board,first_contact,first_contact__low_voltage_board
53_37016,53,1233.866,6,1,['screwdriver'],['decontact'],screwdriver,decontact,decontact__screwdriver
53_37103,53,1236.766,4,1,['low_voltage_board'],['decontact'],low_voltage_board,decontact,decontact__low_voltage_board
53_37179,53,1239.3,2,1,['low_voltage_board'],['first_contact'],low_voltage_board,first_contact,first_contact__low_voltage_board
53_37684,53,1256.133,3,1,['socket_1'],['first_contact'],socket_1,first_contact,first_contact__socket_1
53_37695,53,1256.5,4,1,['socket_1'],['decontact'],socket_1,decontact,decontact__socket_1
53_37734,53,1257.8,3,1,['power_supply'],['first_contact'],power_supply,first_contact,first_contact__power_supply
53_37747,53,1258.233,3,1,['power_supply'],['decontact'],power_supply,decontact,decontact__power_supply
53_37845,53,1261.5,3,1,['power_supply'],['first_contact'],power_supply,first_contact,first_contact__power_supply
53_38717,53,1290.566,5,1,['power_supply_cables'],['release'],power_supply_cables,release,release__power_supply_cables
53_38742,53,1291.4,4,1,['low_voltage_board'],['first_contact'],low_voltage_board,first_contact,first_contact__low_voltage_board
53_38753,53,1291.766,4,1,['low_voltage_board'],['decontact'],low_voltage_board,decontact,decontact__low_voltage_board
53_38789,53,1292.966,5,1,['power_supply_cables'],['first_contact'],power_supply_cables,first_contact,first_contact__power_supply_cables
53_38857,53,1295.233,5,1,['power_supply_cables'],['decontact'],power_supply_cables,decontact,decontact__power_supply_cables
53_39007,53,1300.233,3,1,['socket_2'],['first_contact'],socket_2,first_contact,first_contact__socket_2
53_39016,53,1300.533,3,1,['socket_2'],['decontact'],socket_2,decontact,decontact__socket_2
53_39353,53,1311.766,2,1,['oscilloscope'],['first_contact'],oscilloscope,first_contact,first_contact__oscilloscope
53_39418,53,1313.933,2,1,['oscilloscope'],['decontact'],oscilloscope,decontact,decontact__oscilloscope
53_39938,53,1331.266,6,1,['power_supply_cables'],['first_contact'],power_supply_cables,first_contact,first_contact__power_supply_cables
53_40033,53,1334.433,7,1,['power_supply_cables'],['decontact'],power_supply_cables,decontact,decontact__power_supply_cables
53_40133,53,1337.766,6,1,['power_supply_cables'],['decontact'],power_supply_cables,decontact,decontact__power_supply_cables
53_40144,53,1338.133,9,1,['oscilloscope_probe_tip'],['release'],oscilloscope_probe_tip,release,release__oscilloscope_probe_tip
53_40186,53,1339.533,2,1,['oscilloscope'],['first_contact'],oscilloscope,first_contact,first_contact__oscilloscope
53_40218,53,1340.6,2,1,['oscilloscope'],['decontact'],oscilloscope,decontact,decontact__oscilloscope
53_40346,53,1344.866,2,1,['oscilloscope'],['first_contact'],oscilloscope,first_contact,first_contact__oscilloscope
53_40544,53,1351.466,2,1,['oscilloscope'],['decontact'],oscilloscope,decontact,decontact__oscilloscope
53_40687,53,1356.233,7,1,['power_supply_cables'],['decontact'],power_supply_cables,decontact,decontact__power_supply_cables
53_40961,53,1365.366,4,1,['oscilloscope_probe_tip'],['release'],oscilloscope_probe_tip,release,release__oscilloscope_probe_tip
53_40996,53,1366.533,1,1,['oscilloscope'],['first_contact'],oscilloscope,first_contact,first_contact__oscilloscope
53_41034,53,1367.8,1,1,['oscilloscope'],['decontact'],oscilloscope,decontact,decontact__oscilloscope
53_41174,53,1372.466,3,1,['oscilloscope'],['first_contact'],oscilloscope,first_contact,first_contact__oscilloscope
53_41335,53,1377.833,2,1,['oscilloscope'],['decontact'],oscilloscope,decontact,decontact__oscilloscope
53_41525,53,1384.166,7,1,['low_voltage_board'],['decontact'],low_voltage_board,decontact,decontact__low_voltage_board
53_41780,53,1392.666,4,1,['oscilloscope_probe_tip'],['release'],oscilloscope_probe_tip,release,release__oscilloscope_probe_tip
53_41897,53,1396.566,6,1,['oscilloscope_probe_tip'],['decontact'],oscilloscope_probe_tip,decontact,decontact__oscilloscope_probe_tip
53_41898,53,1396.6,6,1,['power_supply_cables'],['decontact'],power_supply_cables,decontact,decontact__power_supply_cables
53_41928,53,1397.6,2,1,['oscilloscope'],['first_contact'],oscilloscope,first_contact,first_contact__oscilloscope
53_41949,53,1398.3,1,1,['oscilloscope'],['decontact'],oscilloscope,decontact,decontact__oscilloscope
53_42065,53,1402.166,2,1,['oscilloscope'],['first_contact'],oscilloscope,first_contact,first_contact__oscilloscope
53_42229,53,1407.633,2,1,['oscilloscope'],['decontact'],oscilloscope,decontact,decontact__oscilloscope
53_43035,53,1434.5,7,1,['oscilloscope_probe_tip'],['decontact'],oscilloscope_probe_tip,decontact,decontact__oscilloscope_probe_tip
53_43202,53,1440.066,7,1,['oscilloscope_probe_tip'],['release'],oscilloscope_probe_tip,release,release__oscilloscope_probe_tip
53_43278,53,1442.6,7,1,['oscilloscope_probe_tip'],['first_contact'],oscilloscope_probe_tip,first_contact,first_contact__oscilloscope_probe_tip
53_43293,53,1443.1,7,1,['oscilloscope_probe_tip'],['decontact'],oscilloscope_probe_tip,decontact,decontact__oscilloscope_probe_tip
53_43315,53,1443.833,2,1,['oscilloscope'],['first_contact'],oscilloscope,first_contact,first_contact__oscilloscope
53_43331,53,1444.366,1,1,['oscilloscope'],['decontact'],oscilloscope,decontact,decontact__oscilloscope
53_43433,53,1447.766,2,1,['oscilloscope'],['first_contact'],oscilloscope,first_contact,first_contact__oscilloscope
53_43628,53,1454.266,3,1,['oscilloscope'],['decontact'],oscilloscope,decontact,decontact__oscilloscope
53_43714,53,1457.133,7,1,['oscilloscope_probe_tip'],['take'],oscilloscope_probe_tip,take,take__oscilloscope_probe_tip
53_43980,53,1466.0,7,1,['oscilloscope_probe_tip'],['release'],oscilloscope_probe_tip,release,release__oscilloscope_probe_tip
53_44021,53,1467.366,7,1,['oscilloscope_probe_tip'],['first_contact'],oscilloscope_probe_tip,first_contact,first_contact__oscilloscope_probe_tip
53_44045,53,1468.166,7,1,['oscilloscope_probe_tip'],['decontact'],oscilloscope_probe_tip,decontact,decontact__oscilloscope_probe_tip
53_44067,53,1468.9,2,1,['oscilloscope'],['first_contact'],oscilloscope,first_contact,first_contact__oscilloscope
53_44090,53,1469.666,4,1,['oscilloscope_probe_tip'],['decontact'],oscilloscope_probe_tip,decontact,decontact__oscilloscope_probe_tip
53_44224,53,1474.133,2,1,['oscilloscope'],['first_contact'],oscilloscope,first_contact,first_contact__oscilloscope
53_44308,53,1476.933,3,1,['oscilloscope'],['decontact'],oscilloscope,decontact,decontact__oscilloscope
53_44391,53,1479.7,2,1,['oscilloscope'],['first_contact'],oscilloscope,first_contact,first_contact__oscilloscope
53_44430,53,1481.0,2,1,['oscilloscope'],['decontact'],oscilloscope,decontact,decontact__oscilloscope
53_44761,53,1492.033,4,1,['oscilloscope_probe_tip'],['release'],oscilloscope_probe_tip,release,release__oscilloscope_probe_tip
53_44787,53,1492.9,1,1,['oscilloscope'],['first_contact'],oscilloscope,first_contact,first_contact__oscilloscope
53_44806,53,1493.533,2,1,['oscilloscope'],['decontact'],oscilloscope,decontact,decontact__oscilloscope
53_45106,53,1503.533,2,1,['oscilloscope'],['decontact'],oscilloscope,decontact,decontact__oscilloscope
53_45276,53,1509.2,4,1,['socket_1'],['first_contact'],socket_1,first_contact,first_contact__socket_1
53_45285,53,1509.5,4,1,['socket_1'],['decontact'],socket_1,decontact,decontact__socket_1
53_45334,53,1511.133,4,1,['power_supply'],['first_contact'],power_supply,first_contact,first_contact__power_supply
53_45392,53,1513.066,4,1,['power_supply'],['decontact'],power_supply,decontact,decontact__power_supply
53_45521,53,1517.366,10,1,['oscilloscope_probe_tip'],['take'],oscilloscope_probe_tip,take,take__oscilloscope_probe_tip
53_45577,53,1519.233,8,1,['power_supply_cables'],['first_contact'],power_supply_cables,first_contact,first_contact__power_supply_cables
53_45622,53,1520.733,6,1,['power_supply_cables'],['take'],power_supply_cables,take,take__power_supply_cables
53_45640,53,1521.333,5,1,['low_voltage_board'],['first_contact'],low_voltage_board,first_contact,first_contact__low_voltage_board
53_45712,53,1523.733,4,1,['low_voltage_board'],['decontact'],low_voltage_board,decontact,decontact__low_voltage_board
53_45841,53,1528.033,1,1,['oscilloscope'],['first_contact'],oscilloscope,first_contact,first_contact__oscilloscope
53_45922,53,1530.733,3,1,['oscilloscope'],['decontact'],oscilloscope,decontact,decontact__oscilloscope
53_45944,53,1531.466,3,1,['socket_2'],['first_contact'],socket_2,first_contact,first_contact__socket_2
53_45978,53,1532.6,2,1,['socket_2'],['decontact'],socket_2,decontact,decontact__socket_2
53_46691,53,1556.366,5,1,['low_voltage_board'],['first_contact'],low_voltage_board,first_contact,first_contact__low_voltage_board
53_46728,53,1557.6,7,1,['low_voltage_board'],['decontact'],low_voltage_board,decontact,decontact__low_voltage_board
53_47485,53,1582.833,5,1,['low_voltage_board'],['first_contact'],low_voltage_board,first_contact,first_contact__low_voltage_board
53_47542,53,1584.733,5,1,['low_voltage_board'],['decontact'],low_voltage_board,decontact,decontact__low_voltage_board
53_47775,53,1592.5,5,1,['low_voltage_board'],['first_contact'],low_voltage_board,first_contact,first_contact__low_voltage_board
53_47858,53,1595.266,4,1,['low_voltage_board'],['decontact'],low_voltage_board,decontact,decontact__low_voltage_board
53_47914,53,1597.133,5,1,['low_voltage_board'],['take'],low_voltage_board,take,take__low_voltage_board
53_48200,53,1606.666,3,1,['screwdriver'],['first_contact'],screwdriver,first_contact,first_contact__screwdriver
53_48463,53,1615.433,2,1,['screwdriver'],['first_contact'],screwdriver,first_contact,first_contact__screwdriver
53_48785,53,1626.166,2,1,['register'],['first_contact'],register,first_contact,first_contact__register
53_49263,53,1642.1,2,1,['register'],['decontact'],register,decontact,decontact__register
53_49505,53,1650.166,4,1,['left_red_button'],['first_contact'],left_red_button,first_contact,first_contact__left_red_button
53_49507,53,1650.233,4,1,['right_red_button'],['first_contact'],right_red_button,first_contact,first_contact__right_red_button
55_1312,55,43.733,4,1,['left_green_button'],['first_contact'],left_green_button,first_contact,first_contact__left_green_button
55_1333,55,44.433,4,1,['left_green_button'],['decontact'],left_green_button,decontact,decontact__left_green_button
55_1357,55,45.233,4,1,['right_green_button'],['first_contact'],right_green_button,first_contact,first_contact__right_green_button
55_1378,55,45.933,4,1,['right_green_button'],['decontact'],right_green_button,decontact,decontact__right_green_button
55_2012,55,67.066,8,1,['high_voltage_board'],['take'],high_voltage_board,take,take__high_voltage_board
55_2827,55,94.233,13,1,['electric_screwdriver'],['take'],electric_screwdriver,take,take__electric_screwdriver
55_3632,55,121.066,6,1,['high_voltage_board'],['take'],high_voltage_board,take,take__high_voltage_board
55_3673,55,122.433,7,1,['high_voltage_board'],['release'],high_voltage_board,release,release__high_voltage_board
55_4238,55,141.266,4,1,['high_voltage_board'],['decontact'],high_voltage_board,decontact,decontact__high_voltage_board
55_4319,55,143.966,5,1,['high_voltage_board'],['first_contact'],high_voltage_board,first_contact,first_contact__high_voltage_board
55_4412,55,147.066,4,1,['high_voltage_board'],['decontact'],high_voltage_board,decontact,decontact__high_voltage_board
55_5336,55,177.866,3,1,['high_voltage_board'],['first_contact'],high_voltage_board,first_contact,first_contact__high_voltage_board
55_6439,55,214.633,3,1,['socket_1'],['first_contact'],socket_1,first_contact,first_contact__socket_1
55_6453,55,215.1,3,1,['socket_1'],['decontact'],socket_1,decontact,decontact__socket_1
55_6684,55,222.8,2,1,['power_supply'],['first_contact'],power_supply,first_contact,first_contact__power_supply
55_6933,55,231.1,3,1,['power_supply'],['decontact'],power_supply,decontact,decontact__power_supply
55_6958,55,231.933,3,1,['power_supply'],['first_contact'],power_supply,first_contact,first_contact__power_supply
55_7032,55,234.4,3,1,['power_supply'],['decontact'],power_supply,decontact,decontact__power_supply
55_7371,55,245.7,6,1,['power_supply_cables'],['take'],power_supply_cables,take,take__power_supply_cables
55_7447,55,248.233,6,1,['high_voltage_board'],['decontact'],high_voltage_board,decontact,decontact__high_voltage_board
55_7464,55,248.8,6,1,['power_supply_cables'],['release'],power_supply_cables,release,release__power_supply_cables
55_8027,55,267.566,4,1,['socket_1'],['first_contact'],socket_1,first_contact,first_contact__socket_1
55_8059,55,268.633,4,1,['socket_1'],['decontact'],socket_1,decontact,decontact__socket_1
55_8186,55,272.866,3,1,['power_supply'],['first_contact'],power_supply,first_contact,first_contact__power_supply
55_8295,55,276.5,3,1,['power_supply'],['decontact'],power_supply,decontact,decontact__power_supply
55_8560,55,285.333,6,1,['power_supply_cables'],['release'],power_supply_cables,release,release__power_supply_cables
55_9034,55,301.133,4,1,['high_voltage_board'],['decontact'],high_voltage_board,decontact,decontact__high_voltage_board
55_9085,55,302.833,5,1,['high_voltage_board'],['first_contact'],high_voltage_board,first_contact,first_contact__high_voltage_board
55_9630,55,321.0,4,1,['socket_3'],['first_contact'],socket_3,first_contact,first_contact__socket_3
55_9655,55,321.833,4,1,['socket_3'],['decontact'],socket_3,decontact,decontact__socket_3
55_9763,55,325.433,5,1,['welder_station'],['first_contact'],welder_station,first_contact,first_contact__welder_station
55_10284,55,342.8,5,1,['welder_station'],['decontact'],welder_station,decontact,decontact__welder_station
55_12264,55,408.8,5,1,['welder_probe_tip'],['release'],welder_probe_tip,release,release__welder_probe_tip
55_12348,55,411.6,6,1,['welder_probe_tip'],['decontact'],welder_probe_tip,decontact,decontact__welder_probe_tip
55_12669,55,422.3,9,1,['pliers'],['take'],pliers,take,take__pliers
55_12744,55,424.8,9,1,['high_voltage_board'],['first_contact'],high_voltage_board,first_contact,first_contact__high_voltage_board
55_13884,55,462.8,5,1,['welder_probe_tip'],['release'],welder_probe_tip,release,release__welder_probe_tip
55_14227,55,474.233,9,1,['high_voltage_board'],['take'],high_voltage_board,take,take__high_voltage_board
55_14515,55,483.833,6,1,['welder_station'],['first_contact'],welder_station,first_contact,first_contact__welder_station
55_14678,55,489.266,6,1,['welder_station'],['decontact'],welder_station,decontact,decontact__welder_station
55_14826,55,494.2,3,1,['socket_3'],['first_contact'],socket_3,first_contact,first_contact__socket_3
55_14853,55,495.1,3,1,['socket_3'],['decontact'],socket_3,decontact,decontact__socket_3
55_15449,55,514.966,3,1,['high_voltage_board'],['first_contact'],high_voltage_board,first_contact,first_contact__high_voltage_board
55_15554,55,518.466,3,1,['high_voltage_board'],['decontact'],high_voltage_board,decontact,decontact__high_voltage_board
55_16937,55,564.566,3,1,['socket_1'],['decontact'],socket_1,decontact,decontact__socket_1
55_17222,55,574.066,2,1,['power_supply'],['first_contact'],power_supply,first_contact,first_contact__power_supply
55_17475,55,582.5,2,1,['power_supply'],['decontact'],power_supply,decontact,decontact__power_supply
55_17639,55,587.966,4,1,['high_voltage_board'],['first_contact'],high_voltage_board,first_contact,first_contact__high_voltage_board
55_17730,55,591.0,6,1,['power_supply_cables'],['release'],power_supply_cables,release,release__power_supply_cables
55_17881,55,596.033,7,1,['power_supply_cables'],['release'],power_supply_cables,release,release__power_supply_cables
55_18119,55,603.966,4,1,['socket_2'],['first_contact'],socket_2,first_contact,first_contact__socket_2
55_18140,55,604.666,4,1,['socket_2'],['decontact'],socket_2,decontact,decontact__socket_2
55_18502,55,616.733,3,1,['oscilloscope'],['decontact'],oscilloscope,decontact,decontact__oscilloscope
55_18695,55,623.166,4,1,['oscilloscope_probe_tip'],['take'],oscilloscope_probe_tip,take,take__oscilloscope_probe_tip
55_18853,55,628.433,4,1,['power_supply_cables'],['first_contact'],power_supply_cables,first_contact,first_contact__power_supply_cables
55_19561,55,652.033,2,1,['oscilloscope'],['first_contact'],oscilloscope,first_contact,first_contact__oscilloscope
55_19617,55,653.9,2,1,['oscilloscope'],['decontact'],oscilloscope,decontact,decontact__oscilloscope
55_19919,55,663.966,3,1,['oscilloscope'],['first_contact'],oscilloscope,first_contact,first_contact__oscilloscope
55_20186,55,672.866,3,1,['oscilloscope'],['decontact'],oscilloscope,decontact,decontact__oscilloscope
55_20587,55,686.233,2,1,['oscilloscope'],['first_contact'],oscilloscope,first_contact,first_contact__oscilloscope
55_20609,55,686.966,3,1,['oscilloscope'],['decontact'],oscilloscope,decontact,decontact__oscilloscope
55_20913,55,697.1,2,1,['oscilloscope'],['first_contact'],oscilloscope,first_contact,first_contact__oscilloscope
55_21034,55,701.133,3,1,['oscilloscope'],['decontact'],oscilloscope,decontact,decontact__oscilloscope
55_21423,55,714.1,3,1,['oscilloscope'],['first_contact'],oscilloscope,first_contact,first_contact__oscilloscope
55_21449,55,714.966,3,1,['oscilloscope'],['decontact'],oscilloscope,decontact,decontact__oscilloscope
55_21823,55,727.433,3,1,['oscilloscope'],['first_contact'],oscilloscope,first_contact,first_contact__oscilloscope
55_21986,55,732.866,3,1,['oscilloscope'],['decontact'],oscilloscope,decontact,decontact__oscilloscope
55_22435,55,747.833,3,1,['oscilloscope'],['first_contact'],oscilloscope,first_contact,first_contact__oscilloscope
55_22490,55,749.666,3,1,['oscilloscope'],['decontact'],oscilloscope,decontact,decontact__oscilloscope
55_22771,55,759.033,3,1,['oscilloscope'],['first_contact'],oscilloscope,first_contact,first_contact__oscilloscope
55_22888,55,762.933,3,1,['oscilloscope'],['decontact'],oscilloscope,decontact,decontact__oscilloscope
55_23343,55,778.1,3,1,['oscilloscope'],['first_contact'],oscilloscope,first_contact,first_contact__oscilloscope
55_23367,55,778.9,3,1,['oscilloscope'],['decontact'],oscilloscope,decontact,decontact__oscilloscope
55_23652,55,788.4,3,1,['oscilloscope'],['first_contact'],oscilloscope,first_contact,first_contact__oscilloscope
55_23757,55,791.9,3,1,['oscilloscope'],['decontact'],oscilloscope,decontact,decontact__oscilloscope
55_24038,55,801.266,5,1,['oscilloscope_probe_tip'],['release'],oscilloscope_probe_tip,release,release__oscilloscope_probe_tip
55_24155,55,805.166,4,1,['socket_1'],['first_contact'],socket_1,first_contact,first_contact__socket_1
55_24397,55,813.233,4,1,['power_supply'],['decontact'],power_supply,decontact,decontact__power_supply
55_24615,55,820.5,4,1,['oscilloscope_probe_tip'],['take'],oscilloscope_probe_tip,take,take__oscilloscope_probe_tip
55_24650,55,821.666,3,1,['oscilloscope_probe_tip'],['release'],oscilloscope_probe_tip,release,release__oscilloscope_probe_tip
55_24652,55,821.733,4,1,['oscilloscope_ground_clip'],['release'],oscilloscope_ground_clip,release,release__oscilloscope_ground_clip
55_25069,55,835.633,4,1,['oscilloscope'],['first_contact'],oscilloscope,first_contact,first_contact__oscilloscope
55_25186,55,839.533,4,1,['oscilloscope'],['decontact'],oscilloscope,decontact,decontact__oscilloscope
55_25265,55,842.166,4,1,['socket_2'],['decontact'],socket_2,decontact,decontact__socket_2
55_25476,55,849.2,12,1,['electric_screwdriver'],['take'],electric_screwdriver,take,take__electric_screwdriver
55_25505,55,850.166,13,1,['electric_screwdriver'],['first_contact'],electric_screwdriver,first_contact,first_contact__electric_screwdriver
55_25813,55,860.433,8,1,['high_voltage_board'],['first_contact'],high_voltage_board,first_contact,first_contact__high_voltage_board
55_25952,55,865.066,7,1,['high_voltage_board'],['first_contact'],high_voltage_board,first_contact,first_contact__high_voltage_board
55_25958,55,865.266,9,1,['high_voltage_board'],['decontact'],high_voltage_board,decontact,decontact__high_voltage_board
55_25994,55,866.466,7,1,['high_voltage_board'],['first_contact'],high_voltage_board,first_contact,first_contact__high_voltage_board
55_26332,55,877.733,7,1,['high_voltage_board'],['take'],high_voltage_board,take,take__high_voltage_board
55_26454,55,881.8,7,1,['high_voltage_board'],['release'],high_voltage_board,release,release__high_voltage_board
55_26845,55,894.833,4,1,['socket_3'],['first_contact'],socket_3,first_contact,first_contact__socket_3
55_26857,55,895.233,4,1,['socket_3'],['decontact'],socket_3,decontact,decontact__socket_3
55_27310,55,910.333,6,1,['welder_station'],['decontact'],welder_station,decontact,decontact__welder_station
55_28971,55,965.7,6,1,['welder_probe_tip'],['release'],welder_probe_tip,release,release__welder_probe_tip
55_29268,55,975.6,7,1,['high_voltage_board'],['release'],high_voltage_board,release,release__high_voltage_board
55_30531,55,1017.7,6,1,['welder_probe_tip'],['release'],welder_probe_tip,release,release__welder_probe_tip
55_30885,55,1029.5,4,1,['welder_station'],['first_contact'],welder_station,first_contact,first_contact__welder_station
55_31030,55,1034.333,4,1,['welder_station'],['decontact'],welder_station,decontact,decontact__welder_station
55_31218,55,1040.599,3,1,['socket_3'],['first_contact'],socket_3,first_contact,first_contact__socket_3
55_31242,55,1041.4,2,1,['socket_3'],['decontact'],socket_3,decontact,decontact__socket_3
55_31559,55,1051.966,8,1,['high_voltage_board'],['decontact'],high_voltage_board,decontact,decontact__high_voltage_board
55_32011,55,1067.033,8,1,['high_voltage_board'],['decontact'],high_voltage_board,decontact,decontact__high_voltage_board
55_32172,55,1072.4,6,1,['high_voltage_board'],['decontact'],high_voltage_board,decontact,decontact__high_voltage_board
55_32625,55,1087.5,7,1,['electric_screwdriver'],['first_contact'],electric_screwdriver,first_contact,first_contact__electric_screwdriver
55_32889,55,1096.3,8,1,['high_voltage_board'],['first_contact'],high_voltage_board,first_contact,first_contact__high_voltage_board
55_33068,55,1102.266,8,1,['high_voltage_board'],['first_contact'],high_voltage_board,first_contact,first_contact__high_voltage_board
55_33109,55,1103.633,5,1,['high_voltage_board'],['decontact'],high_voltage_board,decontact,decontact__high_voltage_board
55_33420,55,1114.0,3,1,['socket_1'],['first_contact'],socket_1,first_contact,first_contact__socket_1
55_33441,55,1114.7,3,1,['socket_1'],['decontact'],socket_1,decontact,decontact__socket_1
55_33604,55,1120.133,2,1,['power_supply'],['first_contact'],power_supply,first_contact,first_contact__power_supply
55_33661,55,1122.033,2,1,['power_supply'],['decontact'],power_supply,decontact,decontact__power_supply
55_33691,55,1123.033,2,1,['power_supply'],['first_contact'],power_supply,first_contact,first_contact__power_supply
55_33989,55,1132.966,2,1,['power_supply'],['decontact'],power_supply,decontact,decontact__power_supply
55_34378,55,1145.933,6,1,['power_supply_cables'],['take'],power_supply_cables,take,take__power_supply_cables
55_34512,55,1150.4,8,1,['power_supply_cables'],['release'],power_supply_cables,release,release__power_supply_cables
55_34517,55,1150.566,8,1,['power_supply_cables'],['first_contact'],power_supply_cables,first_contact,first_contact__power_supply_cables
55_34567,55,1152.233,8,1,['power_supply_cables'],['take'],power_supply_cables,take,take__power_supply_cables
55_34591,55,1153.033,6,1,['high_voltage_board'],['first_contact'],high_voltage_board,first_contact,first_contact__high_voltage_board
55_34664,55,1155.466,8,1,['high_voltage_board'],['decontact'],high_voltage_board,decontact,decontact__high_voltage_board
55_34713,55,1157.1,9,1,['power_supply_cables'],['release'],power_supply_cables,release,release__power_supply_cables
55_34991,55,1166.366,3,1,['socket_2'],['first_contact'],socket_2,first_contact,first_contact__socket_2
55_35011,55,1167.033,3,1,['socket_2'],['decontact'],socket_2,decontact,decontact__socket_2
55_35114,55,1170.466,4,1,['oscilloscope'],['first_contact'],oscilloscope,first_contact,first_contact__oscilloscope
55_35158,55,1171.933,4,1,['oscilloscope'],['decontact'],oscilloscope,decontact,decontact__oscilloscope
55_35298,55,1176.6,4,1,['oscilloscope'],['first_contact'],oscilloscope,first_contact,first_contact__oscilloscope
55_35340,55,1178.0,4,1,['oscilloscope'],['decontact'],oscilloscope,decontact,decontact__oscilloscope
55_35718,55,1190.6,6,1,['power_supply_cables'],['release'],power_supply_cables,release,release__power_supply_cables
55_35719,55,1190.633,6,1,['oscilloscope_ground_clip'],['release'],oscilloscope_ground_clip,release,release__oscilloscope_ground_clip
55_36313,55,1210.433,3,1,['oscilloscope'],['decontact'],oscilloscope,decontact,decontact__oscilloscope
55_36552,55,1218.4,3,1,['oscilloscope'],['first_contact'],oscilloscope,first_contact,first_contact__oscilloscope
55_36782,55,1226.066,2,1,['oscilloscope'],['decontact'],oscilloscope,decontact,decontact__oscilloscope
55_37195,55,1239.833,2,1,['oscilloscope'],['decontact'],oscilloscope,decontact,decontact__oscilloscope
55_37519,55,1250.633,3,1,['oscilloscope'],['first_contact'],oscilloscope,first_contact,first_contact__oscilloscope
55_37655,55,1255.166,2,1,['oscilloscope'],['decontact'],oscilloscope,decontact,decontact__oscilloscope
55_38015,55,1267.166,2,1,['oscilloscope'],['first_contact'],oscilloscope,first_contact,first_contact__oscilloscope
55_38052,55,1268.4,2,1,['oscilloscope'],['decontact'],oscilloscope,decontact,decontact__oscilloscope
55_38357,55,1278.566,3,1,['oscilloscope'],['first_contact'],oscilloscope,first_contact,first_contact__oscilloscope
55_38478,55,1282.6,2,1,['oscilloscope'],['decontact'],oscilloscope,decontact,decontact__oscilloscope
55_38993,55,1299.766,2,1,['oscilloscope'],['first_contact'],oscilloscope,first_contact,first_contact__oscilloscope
55_39026,55,1300.866,3,1,['oscilloscope'],['decontact'],oscilloscope,decontact,decontact__oscilloscope
55_39071,55,1302.366,2,1,['oscilloscope'],['first_contact'],oscilloscope,first_contact,first_contact__oscilloscope
55_39272,55,1309.066,2,1,['oscilloscope'],['decontact'],oscilloscope,decontact,decontact__oscilloscope
55_39705,55,1323.5,2,1,['oscilloscope'],['first_contact'],oscilloscope,first_contact,first_contact__oscilloscope
55_39733,55,1324.433,2,1,['oscilloscope'],['decontact'],oscilloscope,decontact,decontact__oscilloscope
55_40020,55,1334.0,3,1,['oscilloscope'],['first_contact'],oscilloscope,first_contact,first_contact__oscilloscope
55_40173,55,1339.1,2,1,['oscilloscope'],['decontact'],oscilloscope,decontact,decontact__oscilloscope
55_40624,55,1354.133,3,1,['oscilloscope'],['first_contact'],oscilloscope,first_contact,first_contact__oscilloscope
55_40651,55,1355.033,3,1,['oscilloscope'],['decontact'],oscilloscope,decontact,decontact__oscilloscope
55_40970,55,1365.666,3,1,['oscilloscope'],['first_contact'],oscilloscope,first_contact,first_contact__oscilloscope
55_41062,55,1368.733,2,1,['oscilloscope'],['decontact'],oscilloscope,decontact,decontact__oscilloscope
55_41319,55,1377.3,6,1,['oscilloscope_probe_tip'],['release'],oscilloscope_probe_tip,release,release__oscilloscope_probe_tip
55_41435,55,1381.166,3,1,['socket_1'],['first_contact'],socket_1,first_contact,first_contact__socket_1
55_41474,55,1382.466,3,1,['socket_1'],['decontact'],socket_1,decontact,decontact__socket_1
55_41523,55,1384.1,3,1,['power_supply'],['first_contact'],power_supply,first_contact,first_contact__power_supply
55_41806,55,1393.533,8,1,['power_supply_cables'],['first_contact'],power_supply_cables,first_contact,first_contact__power_supply_cables
55_41904,55,1396.8,7,1,['oscilloscope_ground_clip'],['release'],oscilloscope_ground_clip,release,release__oscilloscope_ground_clip
55_42373,55,1412.433,3,1,['oscilloscope'],['first_contact'],oscilloscope,first_contact,first_contact__oscilloscope
55_42409,55,1413.633,3,1,['oscilloscope'],['decontact'],oscilloscope,decontact,decontact__oscilloscope
55_42454,55,1415.133,3,1,['oscilloscope'],['first_contact'],oscilloscope,first_contact,first_contact__oscilloscope
55_42491,55,1416.366,3,1,['oscilloscope'],['decontact'],oscilloscope,decontact,decontact__oscilloscope
55_42564,55,1418.8,4,1,['socket_2'],['decontact'],socket_2,decontact,decontact__socket_2
55_42763,55,1425.433,11,1,['electric_screwdriver'],['first_contact'],electric_screwdriver,first_contact,first_contact__electric_screwdriver
55_43091,55,1436.366,6,1,['high_voltage_board'],['decontact'],high_voltage_board,decontact,decontact__high_voltage_board
55_43202,55,1440.066,4,1,['high_voltage_board'],['first_contact'],high_voltage_board,first_contact,first_contact__high_voltage_board
55_43337,55,1444.566,4,1,['high_voltage_board'],['decontact'],high_voltage_board,decontact,decontact__high_voltage_board
