frame_key,video_id,timestamp,num_objects_detected,num_interactions,interacting_objects,verbs
69_22681,69,756.033,8,2,"['low_voltage_board_screen', 'low_voltage_board']","['take', 'contact']"
69_22694,69,756.466,9,2,"['low_voltage_board', 'low_voltage_board_screen']","['first_contact', 'contact']"
69_22722,69,757.4,7,1,['low_voltage_board_screen'],['release']
69_22782,69,759.4,11,1,['pliers'],['take']
69_24310,69,810.333,6,2,"['welder_probe_tip', 'welder_probe_tip']","['release', 'contact']"
69_24422,69,814.066,8,2,"['pliers', 'low_voltage_board']","['release', 'release']"
69_24922,69,830.733,5,1,['welder_station'],['decontact']
69_24992,69,833.066,1,1,['socket_3'],['decontact']
69_25167,69,838.9,1,1,['pliers'],['decontact']
69_25231,69,841.033,5,2,"['low_voltage_board', 'electric_screwdriver']","['decontact', 'contact']"
69_25243,69,841.433,7,2,"['electric_screwdriver', 'electric_screwdriver']","['first_contact', 'first_contact']"
69_25336,69,844.533,9,1,['electric_screwdriver'],['decontact']
69_25475,69,849.166,1,1,['pliers'],['release']
69_25824,69,860.8,6,1,['low_voltage_board'],['decontact']
69_26031,69,867.7,2,3,"['low_voltage_board', 'screwdriver', 'screwdriver']","['decontact', 'contact', 'contact']"
69_26054,69,868.466,2,1,['screwdriver'],['decontact']
69_26202,69,873.4,2,1,['low_voltage_board'],['take']
69_26218,69,873.933,2,2,"['low_voltage_board', 'low_voltage_board']","['take', 'take']"
69_26242,69,874.733,1,1,['low_voltage_board'],['decontact']
69_26301,69,876.7,1,1,['low_voltage_board'],['first_contact']
69_26327,69,877.566,1,1,['low_voltage_board'],['decontact']
69_26455,69,881.833,1,1,['low_voltage_board'],['first_contact']
69_26979,69,899.3,1,1,['low_voltage_board'],['decontact']
69_27490,69,916.333,1,1,['low_voltage_board'],['decontact']
69_27612,69,920.4,1,1,['low_voltage_board'],['decontact']
69_28332,69,944.4,4,2,"['screwdriver', 'low_voltage_board']","['decontact', 'contact']"
69_28344,69,944.8,6,1,['low_voltage_board'],['decontact']
69_28513,69,950.433,3,1,['socket_1'],['decontact']
69_29048,69,968.266,3,1,['power_supply'],['decontact']
69_29456,69,981.866,8,2,"['low_voltage_board', 'power_supply_cables']","['decontact', 'contact']"
69_29462,69,982.066,7,1,['power_supply_cables'],['release']
69_29501,69,983.366,8,2,"['low_voltage_board', 'power_supply_cables']","['first_contact', 'contact']"
69_29779,69,992.633,8,2,"['low_voltage_board', 'power_supply_cables']","['decontact', 'contact']"
69_29787,69,992.9,7,1,['power_supply_cables'],['release']
69_29946,69,998.2,4,1,['socket_2'],['first_contact']
69_29965,69,998.833,4,1,['socket_2'],['decontact']
69_30313,69,1010.433,3,1,['oscilloscope'],['first_contact']
69_30380,69,1012.666,4,1,['oscilloscope'],['decontact']
69_31680,69,1056.0,3,1,['oscilloscope'],['decontact']
69_32373,69,1079.1,3,1,['oscilloscope'],['decontact']
69_32981,69,1099.366,1,1,['oscilloscope'],['decontact']
69_33187,69,1106.233,1,1,['low_voltage_board'],['decontact']
69_33245,69,1108.166,4,1,['oscilloscope'],['decontact']
69_33385,69,1112.833,3,1,['oscilloscope'],['first_contact']
69_33654,69,1121.8,1,1,['oscilloscope'],['decontact']
69_33913,69,1130.433,4,1,['oscilloscope'],['first_contact']
69_34275,69,1142.5,3,1,['oscilloscope'],['decontact']
69_34890,69,1163.0,4,1,['oscilloscope'],['decontact']
69_35277,69,1175.9,1,1,['oscilloscope'],['decontact']
69_35431,69,1181.033,1,1,['oscilloscope'],['decontact']
69_35449,69,1181.633,6,1,['power_supply_cables'],['first_contact']
69_35471,69,1182.366,6,1,['power_supply_cables'],['decontact']
69_35743,69,1191.433,1,1,['oscilloscope'],['decontact']
69_36015,69,1200.5,3,1,['power_supply'],['first_contact']
69_36193,69,1206.433,4,1,['power_supply'],['decontact']
69_36204,69,1206.8,4,1,['socket_1'],['first_contact']
69_36216,69,1207.2,4,1,['socket_1'],['decontact']
69_36395,69,1213.166,5,2,"['low_voltage_board', 'power_supply_cables']","['first_contact', 'contact']"
69_36456,69,1215.2,3,1,['low_voltage_board'],['decontact']
69_36465,69,1215.5,5,2,"['power_supply_cables', 'power_supply_cables']","['release', 'release']"
69_36654,69,1221.8,4,1,['oscilloscope'],['first_contact']
69_36655,69,1221.833,4,1,['oscilloscope'],['first_contact']
69_36749,69,1224.966,4,2,"['socket_2', 'oscilloscope']","['first_contact', 'contact']"
69_36770,69,1225.666,4,2,"['socket_2', 'oscilloscope']","['decontact', 'contact']"
69_36780,69,1226.0,5,1,['oscilloscope'],['decontact']
69_36961,69,1232.033,7,1,['electric_screwdriver'],['first_contact']
69_37108,69,1236.933,1,1,['low_voltage_board'],['decontact']
69_37109,69,1236.966,1,1,['electric_screwdriver'],['decontact']
69_37205,69,1240.166,9,2,"['low_voltage_board', 'screwdriver']","['first_contact', 'contact']"
69_37222,69,1240.733,8,2,"['screwdriver', 'screwdriver']","['first_contact', 'first_contact']"
69_37457,69,1248.566,7,1,['screwdriver'],['decontact']
69_37568,69,1252.266,7,1,['low_voltage_board'],['decontact']
69_37911,69,1263.7,5,1,['welder_station'],['first_contact']
69_37963,69,1265.433,5,1,['welder_station'],['decontact']
69_37973,69,1265.766,4,1,['socket_3'],['first_contact']
69_37992,69,1266.4,5,1,['socket_3'],['decontact']
69_38039,69,1267.966,6,1,['welder_station'],['decontact']
69_38428,69,1280.933,1,1,['oscilloscope'],['decontact']
69_38775,69,1292.5,6,1,['pliers'],['decontact']
69_38819,69,1293.966,6,2,"['pliers', 'pliers']","['first_contact', 'first_contact']"
69_39983,69,1332.766,5,1,['welder_probe_tip'],['release']
69_40511,69,1350.366,5,1,['welder_probe_tip'],['take']
69_41078,69,1369.266,5,1,['welder_probe_tip'],['release']
69_41494,69,1383.133,5,1,['welder_station'],['first_contact']
69_41834,69,1394.466,1,1,['welder_station'],['decontact']
69_41874,69,1395.8,4,1,['socket_3'],['decontact']
69_43046,69,1434.866,1,1,['low_voltage_board'],['first_contact']
69_43527,69,1450.9,2,1,['low_voltage_board_screen'],['first_contact']
69_43544,69,1451.466,2,2,"['low_voltage_board_screen', 'low_voltage_board']","['decontact', 'contact']"
69_43743,69,1458.1,3,2,"['low_voltage_board', 'low_voltage_board_screen']","['release', 'contact']"
69_44295,69,1476.5,3,1,['low_voltage_board_screen'],['first_contact']
69_44399,69,1479.966,2,2,"['low_voltage_board_screen', 'low_voltage_board']","['decontact', 'contact']"
69_45428,69,1514.266,3,1,['low_voltage_board_screen'],['release']
69_45456,69,1515.2,2,1,['screwdriver'],['decontact']
69_45880,69,1529.333,5,1,['electric_screwdriver'],['release']
69_46496,69,1549.866,6,1,['low_voltage_board'],['release']
69_46649,69,1554.966,7,1,['electric_screwdriver'],['first_contact']
69_46762,69,1558.733,7,1,['electric_screwdriver'],['decontact']
69_46798,69,1559.933,6,1,['low_voltage_board'],['decontact']
69_46994,69,1566.466,3,1,['socket_1'],['first_contact']
69_47008,69,1566.933,1,1,['socket_1'],['decontact']
69_47340,69,1578.0,3,1,['power_supply'],['decontact']
69_47723,69,1590.766,8,1,['power_supply_cables'],['take']
69_47819,69,1593.966,9,2,"['low_voltage_board', 'power_supply_cables']","['first_contact', 'contact']"
69_47922,69,1597.4,8,1,['low_voltage_board'],['decontact']
69_47927,69,1597.566,9,1,['power_supply_cables'],['release']
69_48221,69,1607.366,8,2,"['low_voltage_board', 'power_supply_cables']","['decontact', 'contact']"
69_48236,69,1607.866,1,1,['power_supply_cables'],['release']
69_48458,69,1615.266,8,1,['power_supply_cables'],['decontact']
69_48491,69,1616.366,7,2,"['low_voltage_board', 'power_supply_cables']","['first_contact', 'contact']"
69_48591,69,1619.7,8,1,['low_voltage_board'],['decontact']
69_48594,69,1619.8,8,1,['power_supply_cables'],['decontact']
69_48746,69,1624.866,1,1,['power_supply'],['decontact']
69_48835,69,1627.833,6,2,"['low_voltage_board', 'power_supply_cables']","['first_contact', 'contact']"
69_48942,69,1631.4,5,1,['power_supply_cables'],['decontact']
69_48952,69,1631.733,4,1,['power_supply_cables'],['first_contact']
69_48963,69,1632.1,1,1,['power_supply_cables'],['decontact']
69_48998,69,1633.266,2,2,"['power_supply_cables', 'low_voltage_board']","['first_contact', 'contact']"
69_49080,69,1636.0,3,1,['low_voltage_board'],['decontact']
69_49082,69,1636.066,4,1,['power_supply_cables'],['decontact']
69_49097,69,1636.566,5,1,['power_supply_cables'],['first_contact']
69_49112,69,1637.066,5,2,"['low_voltage_board', 'power_supply_cables']","['first_contact', 'contact']"
69_49175,69,1639.166,5,2,"['low_voltage_board', 'power_supply_cables']","['decontact', 'contact']"
69_49179,69,1639.3,5,1,['power_supply_cables'],['decontact']
69_49196,69,1639.866,7,1,['low_voltage_board'],['first_contact']
69_49200,69,1640.0,6,2,"['power_supply_cables', 'low_voltage_board']","['first_contact', 'contact']"
69_49210,69,1640.333,6,2,"['power_supply_cables', 'low_voltage_board']","['decontact', 'contact']"
69_49260,69,1642.0,4,1,['oscilloscope'],['first_contact']
69_49300,69,1643.333,2,2,"['socket_2', 'oscilloscope']","['decontact', 'contact']"
69_49305,69,1643.5,3,1,['oscilloscope'],['decontact']
69_49473,69,1649.1,7,2,"['power_supply_cables', 'low_voltage_board']","['decontact', 'contact']"
69_49485,69,1649.5,5,1,['power_supply_cables'],['first_contact']
69_49510,69,1650.333,6,1,['power_supply_cables'],['decontact']
69_49607,69,1653.566,4,1,['oscilloscope'],['first_contact']
69_49727,69,1657.566,1,1,['oscilloscope'],['decontact']
69_49765,69,1658.833,4,1,['oscilloscope'],['first_contact']
69_50120,69,1670.666,1,1,['oscilloscope'],['decontact']
69_50671,69,1689.033,3,1,['oscilloscope'],['first_contact']
69_50949,69,1698.3,3,1,['oscilloscope'],['decontact']
69_50981,69,1699.366,3,1,['oscilloscope'],['first_contact']
69_51025,69,1700.833,1,1,['oscilloscope'],['decontact']
69_51077,69,1702.566,1,1,['oscilloscope'],['decontact']
69_51286,69,1709.533,3,1,['oscilloscope'],['first_contact']
69_51512,69,1717.066,3,1,['oscilloscope'],['decontact']
69_51809,69,1726.966,4,1,['oscilloscope'],['first_contact']
69_51972,69,1732.4,3,1,['oscilloscope'],['first_contact']
69_52043,69,1734.766,3,1,['oscilloscope'],['decontact']
69_52244,69,1741.466,3,1,['oscilloscope'],['first_contact']
69_52432,69,1747.733,4,1,['oscilloscope'],['decontact']
69_52769,69,1758.966,3,1,['oscilloscope'],['first_contact']
69_53079,69,1769.3,3,1,['oscilloscope'],['decontact']
69_53392,69,1779.733,4,1,['oscilloscope'],['first_contact']
69_53663,69,1788.766,3,1,['oscilloscope'],['decontact']
69_53869,69,1795.633,4,1,['oscilloscope'],['decontact']
69_54129,69,1804.3,4,1,['socket_2'],['first_contact']
69_54293,69,1809.766,3,1,['power_supply'],['decontact']
69_54314,69,1810.466,3,1,['socket_1'],['first_contact']
69_54338,69,1811.266,3,1,['socket_1'],['decontact']
69_54376,69,1812.533,1,1,['socket_1'],['decontact']
69_54714,69,1823.8,6,1,['low_voltage_board'],['first_contact']
69_54914,69,1830.466,4,1,['oscilloscope'],['first_contact']
69_55033,69,1834.433,3,1,['oscilloscope'],['decontact']
69_55058,69,1835.266,3,1,['socket_2'],['first_contact']
69_55076,69,1835.866,4,1,['socket_2'],['decontact']
69_55277,69,1842.566,6,1,['electric_screwdriver'],['first_contact']
69_55440,69,1848.0,6,1,['low_voltage_board'],['decontact']
69_56136,69,1871.2,5,1,['electric_screwdriver'],['first_contact']
69_57544,69,1918.133,6,1,['screwdriver'],['first_contact']
69_57653,69,1921.766,5,1,['screwdriver'],['decontact']
69_58081,69,1936.033,4,1,['electric_screwdriver'],['take']
69_58209,69,1940.3,6,1,['electric_screwdriver'],['first_contact']
69_58280,69,1942.666,5,1,['electric_screwdriver'],['first_contact']
69_58394,69,1946.466,5,1,['electric_screwdriver'],['decontact']
69_58747,69,1958.233,8,1,['electric_screwdriver'],['release']
69_59610,69,1987.0,1,1,['register'],['first_contact']
69_59758,69,1991.933,1,1,['register'],['decontact']
69_59817,69,1993.9,1,1,['register'],['decontact']
69_60771,69,2025.7,1,1,['left_red_button'],['first_contact']
69_60779,69,2025.966,2,2,"['right_red_button', 'left_red_button']","['first_contact', 'contact']"
69_60810,69,2027.0,2,2,"['right_red_button', 'left_red_button']","['decontact', 'contact']"
69_60831,69,2027.7,1,1,['left_red_button'],['decontact']
69_60839,69,2027.966,1,1,['right_red_button'],['first_contact']
69_60852,69,2028.4,1,1,['right_red_button'],['decontact']
72_1137,72,37.9,4,1,['left_green_button'],['first_contact']
72_1159,72,38.633,4,1,['left_green_button'],['decontact']
72_1175,72,39.166,4,1,['right_green_button'],['first_contact']
72_1204,72,40.133,4,1,['right_green_button'],['decontact']
72_1657,72,55.233,12,1,['low_voltage_board'],['take']
72_1660,72,55.333,12,2,"['low_voltage_board', 'low_voltage_board']","['take', 'take']"
72_1836,72,61.2,10,1,['low_voltage_board_screen'],['release']
72_1837,72,61.233,9,1,['low_voltage_board'],['release']
72_2051,72,68.366,9,1,['screwdriver'],['take']
72_2094,72,69.8,12,2,"['screwdriver', 'screwdriver']","['first_contact', 'first_contact']"
72_2560,72,85.333,10,1,['screwdriver'],['decontact']
72_2586,72,86.2,11,2,"['screwdriver', 'screwdriver']","['first_contact', 'first_contact']"
72_2903,72,96.766,10,1,['screwdriver'],['release']
72_3041,72,101.366,9,2,"['low_voltage_board', 'low_voltage_board']","['take', 'take']"
72_3216,72,107.2,7,2,"['low_voltage_board', 'low_voltage_board']","['first_contact', 'first_contact']"
72_3980,72,132.666,6,2,"['screwdriver', 'low_voltage_board']","['first_contact', 'contact']"
72_4129,72,137.633,5,2,"['low_voltage_board', 'screwdriver']","['decontact', 'contact']"
72_4177,72,139.233,6,1,['low_voltage_board'],['first_contact']
72_4198,72,139.933,8,2,"['low_voltage_board', 'screwdriver']","['decontact', 'contact']"
72_4247,72,141.566,8,1,['screwdriver'],['release']
72_4388,72,146.266,7,1,['register'],['decontact']
72_4443,72,148.1,4,1,['socket_1'],['first_contact']
72_4467,72,148.9,4,1,['socket_1'],['decontact']
72_4621,72,154.033,4,1,['power_supply'],['first_contact']
72_5141,72,171.366,3,1,['power_supply'],['decontact']
72_5268,72,175.6,10,1,['power_supply_cables'],['take']
72_5499,72,183.3,9,2,"['power_supply_cables', 'oscilloscope_ground_clip']","['release', 'contact']"
72_5704,72,190.133,11,2,"['power_supply_cables', 'power_supply_cables']","['release', 'contact']"
72_6005,72,200.166,4,1,['socket_1'],['first_contact']
72_6050,72,201.666,4,1,['socket_1'],['decontact']
72_6085,72,202.833,4,1,['power_supply'],['first_contact']
72_6242,72,208.066,4,1,['power_supply'],['decontact']
72_6360,72,212.0,10,1,['power_supply_cables'],['take']
72_6530,72,217.666,9,1,['power_supply_cables'],['take']
72_6654,72,221.8,8,1,['screwdriver'],['take']
72_6730,72,224.333,10,2,"['screwdriver', 'screwdriver']","['first_contact', 'first_contact']"
72_6848,72,228.266,8,3,"['low_voltage_board', 'screwdriver', 'screwdriver']","['first_contact', 'contact', 'contact']"
72_6855,72,228.5,8,3,"['low_voltage_board', 'screwdriver', 'screwdriver']","['decontact', 'contact', 'contact']"
72_6884,72,229.466,6,3,"['low_voltage_board', 'screwdriver', 'screwdriver']","['first_contact', 'contact', 'contact']"
72_6902,72,230.066,5,2,"['low_voltage_board', 'screwdriver']","['decontact', 'contact']"
72_6945,72,231.5,3,2,"['low_voltage_board', 'screwdriver']","['first_contact', 'contact']"
72_7105,72,236.833,7,3,"['low_voltage_board', 'low_voltage_board', 'screwdriver']","['take', 'take', 'contact']"
72_7324,72,244.133,9,2,"['low_voltage_board', 'screwdriver']","['release', 'contact']"
72_7539,72,251.3,11,4,"['low_voltage_board', 'low_voltage_board', 'low_voltage_board_screen', 'screwdriver']","['first_contact', 'first_contact', 'first_contact', 'contact']"
72_7898,72,263.266,9,3,"['low_voltage_board', 'low_voltage_board', 'screwdriver']","['first_contact', 'first_contact', 'contact']"
72_8283,72,276.1,4,2,"['low_voltage_board', 'screwdriver']","['first_contact', 'contact']"
72_8437,72,281.233,4,3,"['low_voltage_board', 'low_voltage_board', 'screwdriver']","['first_contact', 'first_contact', 'contact']"
72_8804,72,293.466,10,3,"['low_voltage_board', 'low_voltage_board', 'screwdriver']","['first_contact', 'first_contact', 'contact']"
72_9264,72,308.8,10,2,"['low_voltage_board', 'screwdriver']","['first_contact', 'contact']"
72_9429,72,314.3,9,3,"['low_voltage_board_screen', 'low_voltage_board', 'screwdriver']","['release', 'contact', 'contact']"
72_9442,72,314.733,8,3,"['low_voltage_board', 'low_voltage_board', 'screwdriver']","['first_contact', 'first_contact', 'contact']"
72_9580,72,319.333,10,1,['low_voltage_board'],['release']
72_9712,72,323.733,6,1,['socket_3'],['first_contact']
72_9731,72,324.366,6,1,['socket_3'],['decontact']
72_10113,72,337.1,7,2,"['welder_base', 'welder_station']","['decontact', 'contact']"
72_10383,72,346.1,7,1,['pliers'],['take']
72_10472,72,349.066,8,2,"['low_voltage_board', 'pliers']","['first_contact', 'contact']"
72_10511,72,350.366,8,3,"['low_voltage_board', 'low_voltage_board', 'pliers']","['first_contact', 'first_contact', 'contact']"
72_10873,72,362.433,12,2,"['low_voltage_board', 'pliers']","['decontact', 'contact']"
72_11051,72,368.366,9,1,['welder_probe_tip'],['take']
72_12474,72,415.8,8,1,['welder_probe_tip'],['release']
72_12642,72,421.4,8,1,['low_voltage_board'],['first_contact']
72_12660,72,422.0,6,1,['low_voltage_board'],['decontact']
72_12745,72,424.833,7,3,"['low_voltage_board', 'low_voltage_board', 'pliers']","['take', 'take', 'contact']"
72_12747,72,424.9,7,3,"['low_voltage_board', 'low_voltage_board', 'pliers']","['take', 'take', 'contact']"
72_13165,72,438.833,8,2,"['low_voltage_board', 'pliers']","['decontact', 'contact']"
72_13379,72,445.966,8,1,['welder_probe_tip'],['take']
72_14159,72,471.966,7,2,"['low_voltage_board', 'welder_probe_tip']","['first_contact', 'contact']"
72_15038,72,501.266,7,3,"['pliers', 'low_voltage_board', 'welder_probe_tip']","['first_contact', 'contact', 'contact']"
72_15053,72,501.766,6,3,"['pliers', 'low_voltage_board', 'welder_probe_tip']","['decontact', 'contact', 'contact']"
72_15062,72,502.066,6,3,"['low_voltage_board', 'low_voltage_board', 'welder_probe_tip']","['first_contact', 'first_contact', 'contact']"
72_15637,72,521.233,8,1,['welder_probe_tip'],['release']
72_15803,72,526.766,7,2,"['low_voltage_board', 'pliers']","['release', 'contact']"
72_15848,72,528.266,8,1,['pliers'],['release']
72_16353,72,545.1,6,1,['socket_3'],['decontact']
72_16586,72,552.866,8,1,['low_voltage_board'],['take']
72_16740,72,558.0,7,2,"['pliers', 'low_voltage_board']","['first_contact', 'contact']"
72_16746,72,558.2,8,2,"['pliers', 'low_voltage_board']","['decontact', 'contact']"
72_16750,72,558.333,8,1,['low_voltage_board'],['release']
72_16835,72,561.166,4,1,['low_voltage_board'],['first_contact']
72_16839,72,561.3,4,2,"['low_voltage_board', 'low_voltage_board']","['first_contact', 'first_contact']"
72_17009,72,566.966,3,3,"['screwdriver', 'screwdriver', 'low_voltage_board']","['first_contact', 'first_contact', 'contact']"
72_17204,72,573.466,7,2,"['low_voltage_board', 'screwdriver']","['first_contact', 'contact']"
72_17269,72,575.633,7,2,"['low_voltage_board', 'screwdriver']","['decontact', 'contact']"
72_17466,72,582.2,6,2,"['screwdriver', 'low_voltage_board']","['first_contact', 'contact']"
72_17690,72,589.666,8,2,"['low_voltage_board', 'screwdriver']","['decontact', 'contact']"
72_17935,72,597.833,4,1,['socket_1'],['first_contact']
72_17941,72,598.033,4,1,['socket_1'],['decontact']
72_18131,72,604.366,3,1,['power_supply'],['first_contact']
72_18525,72,617.5,4,1,['power_supply'],['decontact']
72_18619,72,620.633,9,3,"['power_supply_cables', 'power_supply_cables', 'power_supply_cables']","['take', 'contact', 'contact']"
72_18621,72,620.7,8,2,"['power_supply_cables', 'power_supply_cables']","['take', 'contact']"
72_18869,72,628.966,11,4,"['power_supply_cables', 'power_supply_cables', 'power_supply_cables', 'low_voltage_board']","['release', 'contact', 'contact', 'contact']"
72_19020,72,634.0,11,2,"['low_voltage_board', 'power_supply_cables']","['decontact', 'contact']"
72_19169,72,638.966,11,1,['power_supply_cables'],['release']
72_19417,72,647.233,4,1,['socket_2'],['first_contact']
72_19464,72,648.8,4,1,['socket_2'],['decontact']
72_19846,72,661.533,4,1,['oscilloscope'],['first_contact']
72_20028,72,667.6,5,1,['oscilloscope'],['decontact']
72_20175,72,672.5,7,2,"['oscilloscope_ground_clip', 'oscilloscope_ground_clip']","['take', 'contact']"
72_20311,72,677.033,4,1,['oscilloscope_probe_tip'],['take']
72_20560,72,685.333,6,3,"['low_voltage_board', 'oscilloscope_probe_tip', 'power_supply_cables']","['decontact', 'contact', 'contact']"
72_20585,72,686.166,6,2,"['oscilloscope_ground_clip', 'oscilloscope_probe_tip']","['release', 'contact']"
72_20980,72,699.333,3,1,['oscilloscope'],['first_contact']
72_21056,72,701.866,3,1,['oscilloscope'],['decontact']
72_21370,72,712.333,3,1,['oscilloscope'],['first_contact']
72_21494,72,716.466,3,1,['oscilloscope'],['decontact']
72_22054,72,735.133,3,1,['oscilloscope'],['first_contact']
72_22152,72,738.4,3,1,['oscilloscope'],['decontact']
72_22458,72,748.6,3,1,['oscilloscope'],['first_contact']
72_22609,72,753.633,3,1,['oscilloscope'],['decontact']
72_23072,72,769.066,3,1,['oscilloscope'],['first_contact']
72_23144,72,771.466,3,1,['oscilloscope'],['decontact']
72_23390,72,779.666,3,1,['oscilloscope'],['first_contact']
72_23560,72,785.333,3,1,['oscilloscope'],['decontact']
72_23978,72,799.266,3,1,['oscilloscope'],['first_contact']
72_24041,72,801.366,3,1,['oscilloscope'],['decontact']
72_24380,72,812.666,3,1,['oscilloscope'],['first_contact']
72_24575,72,819.166,3,1,['oscilloscope'],['decontact']
72_24943,72,831.433,3,1,['oscilloscope'],['first_contact']
72_24980,72,832.666,3,1,['oscilloscope'],['decontact']
72_25333,72,844.433,3,1,['oscilloscope'],['first_contact']
72_25462,72,848.733,3,1,['oscilloscope'],['decontact']
72_25904,72,863.466,3,1,['oscilloscope'],['first_contact']
72_25966,72,865.533,3,1,['oscilloscope'],['decontact']
72_26347,72,878.233,3,1,['oscilloscope'],['first_contact']
72_26414,72,880.466,3,1,['oscilloscope'],['decontact']
72_26750,72,891.666,4,1,['socket_1'],['first_contact']
72_26796,72,893.2,4,1,['socket_1'],['decontact']
72_26834,72,894.466,3,1,['power_supply'],['first_contact']
72_27015,72,900.5,3,1,['power_supply'],['decontact']
72_27358,72,911.933,6,2,"['oscilloscope_probe_tip', 'oscilloscope_ground_clip']","['release', 'contact']"
72_27381,72,912.7,11,1,['power_supply_cables'],['take']
72_27660,72,922.0,3,1,['oscilloscope'],['first_contact']
72_27784,72,926.133,3,1,['oscilloscope'],['decontact']
72_27843,72,928.1,4,1,['socket_2'],['first_contact']
72_27854,72,928.466,3,1,['socket_2'],['decontact']
72_28004,72,933.466,8,1,['screwdriver'],['take']
72_28044,72,934.8,9,3,"['low_voltage_board', 'screwdriver', 'screwdriver']","['first_contact', 'first_contact', 'first_contact']"
72_28270,72,942.333,7,2,"['low_voltage_board', 'screwdriver']","['decontact', 'contact']"
72_28296,72,943.2,9,2,"['low_voltage_board', 'screwdriver']","['first_contact', 'contact']"
72_28298,72,943.266,9,3,"['screwdriver', 'screwdriver', 'low_voltage_board']","['first_contact', 'first_contact', 'contact']"
72_28534,72,951.133,7,3,"['low_voltage_board', 'low_voltage_board', 'screwdriver']","['first_contact', 'first_contact', 'contact']"
72_28574,72,952.466,8,2,"['low_voltage_board', 'screwdriver']","['decontact', 'contact']"
72_28603,72,953.433,9,1,['low_voltage_board'],['take']
72_28682,72,956.066,8,1,['low_voltage_board'],['decontact']
72_28799,72,959.966,9,1,['low_voltage_board'],['release']
72_29013,72,967.1,6,1,['socket_3'],['first_contact']
72_29039,72,967.966,6,1,['socket_3'],['decontact']
72_29462,72,982.066,6,1,['welder_station'],['decontact']
72_29676,72,989.2,11,2,"['pliers', 'low_voltage_board_screen']","['take', 'contact']"
72_29983,72,999.433,6,2,"['pliers', 'pliers']","['first_contact', 'first_contact']"
72_31549,72,1051.633,5,2,"['pliers', 'welder_probe_tip']","['release', 'contact']"
72_31688,72,1056.266,7,1,['welder_probe_tip'],['release']
72_31781,72,1059.366,8,1,['pliers'],['first_contact']
72_31800,72,1060.0,9,1,['pliers'],['decontact']
72_31998,72,1066.6,10,2,"['pliers', 'low_voltage_board']","['take', 'contact']"
72_32669,72,1088.966,6,1,['welder_probe_tip'],['take']
72_33494,72,1116.466,6,1,['welder_probe_tip'],['release']
72_33631,72,1121.033,6,2,"['pliers', 'low_voltage_board']","['release', 'contact']"
72_33645,72,1121.5,9,2,"['low_voltage_board', 'low_voltage_board']","['first_contact', 'first_contact']"
72_33673,72,1122.433,8,1,['low_voltage_board'],['decontact']
72_33675,72,1122.5,8,1,['low_voltage_board'],['release']
72_33827,72,1127.566,6,1,['welder_station'],['first_contact']
72_33994,72,1133.133,6,1,['welder_station'],['decontact']
72_34065,72,1135.5,6,1,['socket_3'],['first_contact']
72_34105,72,1136.833,6,1,['socket_3'],['decontact']
72_34249,72,1141.633,6,1,['low_voltage_board_screen'],['take']
72_34289,72,1142.966,10,2,"['low_voltage_board_screen', 'low_voltage_board_screen']","['first_contact', 'first_contact']"
72_34547,72,1151.566,6,2,"['low_voltage_board_screen', 'low_voltage_board']","['release', 'contact']"
72_34577,72,1152.566,8,2,"['low_voltage_board_screen', 'low_voltage_board']","['take', 'contact']"
72_34704,72,1156.8,11,2,"['screwdriver', 'low_voltage_board_screen']","['release', 'contact']"
72_34743,72,1158.1,10,2,"['low_voltage_board', 'low_voltage_board_screen']","['take', 'contact']"
72_34877,72,1162.566,9,1,['low_voltage_board'],['take']
72_35023,72,1167.433,7,1,['low_voltage_board'],['first_contact']
72_35154,72,1171.8,8,1,['low_voltage_board'],['release']
72_35575,72,1185.833,9,2,"['screwdriver', 'low_voltage_board']","['take', 'contact']"
72_35787,72,1192.9,9,2,"['low_voltage_board', 'low_voltage_board']","['first_contact', 'first_contact']"
72_35903,72,1196.766,5,1,['low_voltage_board'],['decontact']
72_35961,72,1198.7,5,1,['low_voltage_board'],['first_contact']
72_36368,72,1212.266,6,1,['low_voltage_board'],['decontact']
72_36379,72,1212.633,6,1,['screwdriver'],['take']
72_36998,72,1233.266,6,3,"['low_voltage_board', 'screwdriver', 'low_voltage_board_screen']","['decontact', 'contact', 'contact']"
72_37061,72,1235.366,6,4,"['low_voltage_board', 'low_voltage_board', 'screwdriver', 'low_voltage_board_screen']","['take', 'take', 'contact', 'contact']"
72_37790,72,1259.666,9,3,"['low_voltage_board', 'low_voltage_board', 'screwdriver']","['first_contact', 'first_contact', 'contact']"
72_38306,72,1276.866,9,3,"['low_voltage_board', 'low_voltage_board', 'screwdriver']","['first_contact', 'first_contact', 'contact']"
72_38724,72,1290.8,6,2,"['low_voltage_board', 'low_voltage_board']","['first_contact', 'first_contact']"
72_38875,72,1295.833,6,3,"['low_voltage_board', 'low_voltage_board', 'screwdriver']","['first_contact', 'first_contact', 'contact']"
72_39395,72,1313.166,6,1,['low_voltage_board'],['decontact']
72_39476,72,1315.866,6,2,"['low_voltage_board', 'screwdriver']","['first_contact', 'contact']"
72_39549,72,1318.3,7,4,"['low_voltage_board_screen', 'screwdriver', 'low_voltage_board', 'low_voltage_board']","['first_contact', 'contact', 'contact', 'contact']"
72_39650,72,1321.666,5,3,"['low_voltage_board', 'screwdriver', 'low_voltage_board_screen']","['first_contact', 'contact', 'contact']"
